index,artist,country,genre,gender,group_size,debut_album_year,track_name,uri,image_uri,song_uri,song_image_uri,embedded_track
59,Ty Dolla $ign,us,Hip Hop,m,1,2015,CARNIVAL,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,https://i.scdn.co/image/ab6761610000e5eb24b3c0f33bc5e3f6a53f84d7,https://p.scdn.co/mp3-preview/fc780d2d7634024c170723c769cca145d298e53f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://open.spotify.com/embed/track/3w0w2T288dec0mgeZZqoNN
61,Gunna,us,Hip Hop,m,1,2016,fukumean,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,https://i.scdn.co/image/ab6761610000e5ebda52d6cccb72d844a2000c30,https://p.scdn.co/mp3-preview/f237ab921af697ba9b49e12fa167c2ce1a82d6b4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c,https://open.spotify.com/embed/track/4rXLjWdF2ZZpXCVTfWcshS
62,JAY-Z,us,Hip Hop,m,1,1996,Ni**as In Paris,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,https://i.scdn.co/image/ab6761610000e5ebc75afcd5a9027f60eaebb5e4,https://p.scdn.co/mp3-preview/74a43f4b201a974603ad47f3917d0388e60d28f4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27352e61456aa4995ba48d94e30,https://open.spotify.com/embed/track/1auxYwYrFRqZP7t3s7w4um
63,Wiz Khalifa,us,Hip Hop,m,1,2006,See You Again (feat. Charlie Puth),spotify:artist:137W8MRPWKqSmrBGDBFSop,https://i.scdn.co/image/ab6761610000e5eb2cdddc4dd42f7403f0d7bb9c,https://p.scdn.co/mp3-preview/69c2ac6f1501e5c8bc6970273da5d06fb97a2e76?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8,https://open.spotify.com/embed/track/2JzZzZUQj3Qff7wapcbKjc
64,Shakira,co,Pop,f,1,1995,TQG,spotify:artist:0EmeFodog0BfCgMzAIvKQp,https://i.scdn.co/image/ab6761610000e5ebaee73c0f0458b95091845ee1,https://p.scdn.co/mp3-preview/c520c20ae60af8c28865d865d34d8d05a65e7844?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,https://open.spotify.com/embed/track/0DWdj2oZMBFSzRsi2Cvfzf
65,One Direction,gb,Pop,m,5,2011,Night Changes,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8,https://p.scdn.co/mp3-preview/359be833b46b250c696bbb64caa5dc91f2a38c6a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4,https://open.spotify.com/embed/track/5O2P9iiztwhomNh8xkR9lJ
66,Pitbull,us,Pop,m,1,2004,Give Me Everything (feat. Nayer),spotify:artist:0TnOYISbd1XYRBk9myaseg,https://i.scdn.co/image/ab6761610000e5ebee07b5820dd91d15d397e29c,https://p.scdn.co/mp3-preview/6eafa4293d2b35b2e75ffab5ec1bba8ec00d5082?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://open.spotify.com/embed/track/4QNpBfC0zvjKqPJcyqBy9W
67,Harry Styles,gb,Pop,m,1,2017,As It Was,spotify:artist:6KImCVD70vtIoJWnq6nGn3,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,https://p.scdn.co/mp3-preview/c43dd07043b29e800c1a65b3a0102861fa3cf418?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://open.spotify.com/embed/track/4Dvkj6JhhA12EX05fT7y2e
68,Adele,gb,Pop,f,1,2008,Set Fire to the Rain,spotify:artist:4dpARuHxo51G3z768sgnrY,https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17,https://p.scdn.co/mp3-preview/6fc68c105e091645376471727960d2ba3cd0ee01?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,https://open.spotify.com/embed/track/73CMRj62VK8nUS4ezD2wvi
69,Metallica,us,Metal,m,4,1983,Enter Sandman (Remastered),spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44,https://p.scdn.co/mp3-preview/333dcef73eb5aa95a58ff521fa63d14861dfe2f5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731f9edf15e43f4c2f4938b869,https://open.spotify.com/embed/track/3VqHuw0wFlIHcIPWkhIbdQ
71,Katy Perry,us,Pop,f,1,2008,Last Friday Night (T.G.I.F.),spotify:artist:6jJ0s89eD6GaHleKKya26X,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,https://p.scdn.co/mp3-preview/3e82b61946a5ddb0fd77ceec97c002b28f58003b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://open.spotify.com/embed/track/3avYqdwHKEq8beXbeWCKqJ
72,The Notorious B.I.G.,us,Hip Hop,m,1,1994,Big Poppa - 2005 Remaster,spotify:artist:5me0Irg2ANcsgc93uaYrpb,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f,https://p.scdn.co/mp3-preview/7674508c1c15cb2a27323eba7c6ef99256a58300?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273db09958534ac66f9a90d3cf7,https://open.spotify.com/embed/track/2g8HN35AnVGIk7B8yMucww
73,Avicii,se,Electronic,m,1,2013,Wake Me Up,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,https://p.scdn.co/mp3-preview/231af03bbd2ec7f655575800e54a00633d7d9eac?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,https://open.spotify.com/embed/track/0nrRP2bk19rLc0orkWPQk2
74,Halsey,us,Pop,f,1,2015,Closer,spotify:artist:26VFTg2z8YR0cCuwLzESi2,https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c,https://p.scdn.co/mp3-preview/cfd565c4d3c621771e6d25d99749b9fc200e396c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,https://open.spotify.com/embed/track/7BKLCZ1jbUBVqRi2FVlTVw
75,Playboi Carti,us,Hip Hop,m,1,2017,CARNIVAL,spotify:artist:699OTQXzgjhIYAHMy9RyPD,https://i.scdn.co/image/ab6761610000e5eb73d4facbd619ae025b5588c7,https://p.scdn.co/mp3-preview/fc780d2d7634024c170723c769cca145d298e53f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://open.spotify.com/embed/track/3w0w2T288dec0mgeZZqoNN
76,Arctic Monkeys,gb,Alternative,m,4,2006,I Wanna Be Yours,spotify:artist:7Ln80lUS6He07XvHI8qqHH,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f,https://p.scdn.co/mp3-preview/07de30bde8363d9ff78b72339245c151f67af451?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,https://open.spotify.com/embed/track/5XeFesFbtLpXzIVDNQP22n
77,Peso Pluma,mx,Latin,m,1,2020,QLONA,spotify:artist:12GqGscKJx3aE4t07u7eVZ,https://i.scdn.co/image/ab6761610000e5eb730e71d60e047f1061a9e697,https://p.scdn.co/mp3-preview/cc4f8cbb4cd7329bebba6aea94fd3e2e8bb77767?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03,https://open.spotify.com/embed/track/5RqSsdzTNPX1uzkmlHCFvK
78,A$AP Rocky,us,Hip Hop,m,1,2011,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),spotify:artist:13ubrt8QOOCPljQ2FL1Kca,https://i.scdn.co/image/ab6761610000e5eb5c58c41a506a0d6b32cc6cad,https://p.scdn.co/mp3-preview/8af2cba7fb2f4d438310485d791584e94b43318a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397,https://open.spotify.com/embed/track/3ZaEs1O8BG581qYPHpQ8d6
79,DJ Snake,fr,Electronic,m,1,2016,Lean On,spotify:artist:540vIaP2JwjQb9dm3aArA4,https://i.scdn.co/image/ab6761610000e5eb4b6c50f5fdfc89384b19cc68,https://p.scdn.co/mp3-preview/5cdeec9f8b351372aa5e9f36f39d03d7bb58cef8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d6d24aee7b49a2db98a76856,https://open.spotify.com/embed/track/01aTsQoKoeXofSTvKuunzv
80,Elvis Presley,us,Rock,m,1,1956,Can't Help Falling in Love,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,https://i.scdn.co/image/ab6761610000e5eb9a93e273380982dff84c0d7c,https://p.scdn.co/mp3-preview/962e228fc976da0f39439d99893b3d7151031577?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f96cefb0197694ad440c3314,https://open.spotify.com/embed/track/44AyOl4qVkzS48vBsbNXaC
81,Quavo,us,Hip Hop,m,1,2017,HOTEL LOBBY (Unc & Phew),spotify:artist:0VRj0yCOv2FXJNP47XQnx5,https://i.scdn.co/image/ab6761610000e5ebd52229f479361a2375f6021c,https://p.scdn.co/mp3-preview/5afc073eead72de22d798d96144116804f4bea94?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ffe5b62233340cb6d453fc2f,https://open.spotify.com/embed/track/4vVjPTApwXZwB2H3mBq3ml
82,Marshmello,us,Electronic,m,1,2016,HARLEY QUINN,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://i.scdn.co/image/ab6761610000e5eb4be60ee03d2210503baedfa2,https://p.scdn.co/mp3-preview/2845f30873601167f8970f2d64f53cda26441b7a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,https://open.spotify.com/embed/track/6CvTEtGagmzQvkUzzyKR9k
83,Olivia Rodrigo,us,Pop,f,1,2021,vampire,spotify:artist:1McMsnEElThX1knmY4oliG,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,https://p.scdn.co/mp3-preview/8b46a1ab83d60d36098bbe142b07536dc3788f2b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,https://open.spotify.com/embed/track/1kuGVB7EU95pJObxwvfwKS
84,The Chainsmokers,us,Electronic,m,2,2017,Something Just Like This,spotify:artist:69GGBxA162lTqCwzJG5jLp,https://i.scdn.co/image/ab6761610000e5ebdb68d678df6d89bf8a55d052,https://p.scdn.co/mp3-preview/4e117abe76700eb13e9e0557fa2d9c44b565b9da?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,https://open.spotify.com/embed/track/6RUKPb4LETWmmr3iAEQktW
85,DaBaby,us,Hip Hop,m,1,2016,Levitating (feat. DaBaby),spotify:artist:4r63FhuTkUYltbVAg5TQnk,https://i.scdn.co/image/ab6761610000e5eb0da5cd9354d458143258879a,https://p.scdn.co/mp3-preview/6af6db91dba9103cca41d6d5225f6fe120fcfcd3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4,https://open.spotify.com/embed/track/5nujrmhLynf4yMoMtj8AQF
86,Fleetwood Mac,gb,Rock,x,5,1968,Dreams - 2004 Remaster,spotify:artist:08GQAI4eElDnROBrJRGE0X,https://i.scdn.co/image/ab6761610000e5ebc8752dd511cda8c31e9daee8,https://p.scdn.co/mp3-preview/30d63954de3ee9c0bc3600a4560260cb252d4fbd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,https://open.spotify.com/embed/track/0ofHAoxe9vBkTCp2UQIavz
87,50 Cent,us,Hip Hop,m,1,2003,In Da Club,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2,https://p.scdn.co/mp3-preview/c2905c98bb694c479e6f0b5c0376b2242971d041?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,https://open.spotify.com/embed/track/4RY96Asd9IefaL3X4LOLZ8
88,Morgan Wallen,us,Country,m,1,2018,Last Night,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,https://p.scdn.co/mp3-preview/48760562c770591058c71d16a5ac81d3833e72d2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,https://open.spotify.com/embed/track/7K3BhSpAxZBznislvUMVtn
89,"Tyler, the Creator",us,Hip Hop,m,1,2011,See You Again (feat. Kali Uchis),spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,https://i.scdn.co/image/ab6761610000e5eb8278b782cbb5a3963db88ada,https://p.scdn.co/mp3-preview/c703198293891e3b276800ea6b187cf7951d3d7d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,https://open.spotify.com/embed/track/7KA4W4McWYRpgf0fWsJZWB
90,Daft Punk,fr,Electronic,m,2,1997,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,https://i.scdn.co/image/ab6761610000e5eba7bfd7835b5c1eee0c95fa6e,https://p.scdn.co/mp3-preview/9b7eaf7fb5cab29251df52e9a4f46fad14e29aa1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,https://open.spotify.com/embed/track/2Foc5Q5nqNiosCNqttzHof
91,The Rolling Stones,gb,Rock,m,5,1964,"Paint It, Black",spotify:artist:22bE4uQ6baNwSHPVcDxLCe,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8,https://p.scdn.co/mp3-preview/1db9cec19ec2902b6071214ba3d8f5519f8593c6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bad7062c3fd2f2d037989694,https://open.spotify.com/embed/track/63T7DJ1AFDD6Bn8VzG6JE8
92,Frank Ocean,us,R&B,m,1,2012,Pink + White,spotify:artist:2h93pZq0e7k5yf4dywlkpM,https://i.scdn.co/image/ab6761610000e5ebee3123e593174208f9754fab,https://p.scdn.co/mp3-preview/0e3ca894e19c37cbbbd511d9eb682d8bee030126?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://open.spotify.com/embed/track/3xKsf9qdS1CyvXSMEid6g8
93,Miley Cyrus,us,Pop,f,1,2007,Flowers,spotify:artist:5YGY8feqx7naU7z4HrwZM6,https://i.scdn.co/image/ab6761610000e5ebb4ba86c361191d48cbeb4b32,https://p.scdn.co/mp3-preview/5184d19d1b7fcc3e7c067e38af45a7cc80851440?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,https://open.spotify.com/embed/track/7DSAEUvxU8FajXtRloy8M0
94,Camila Cabello,cu,Pop,f,1,2018,Señorita,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13,https://p.scdn.co/mp3-preview/cf6ae4e497f91c285cc57ec2be36bbad2133af47?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,https://open.spotify.com/embed/track/6v3KW9xbzN5yKLt9YKDYA2
95,Trippie Redd,us,Hip Hop,m,1,2017,Fuck Love,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax,https://i.scdn.co/image/ab6761610000e5ebf2db81b3312a1f167fc54096,https://p.scdn.co/mp3-preview/ad4d23afd3b92325c442f036322a05f5f35385dc?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://open.spotify.com/embed/track/7AQim7LbvFVZJE3O8TYgf2
96,Britney Spears,us,Pop,f,1,1999,Toxic,spotify:artist:26dSoYclwsYLMAKD3tpOr4,https://i.scdn.co/image/ab6761610000e5eb3a49b0a3954e460a8a76ed90,https://p.scdn.co/mp3-preview/6de2791f84c1d637a0e24734b6df3997cc742da4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,https://open.spotify.com/embed/track/6I9VzXrHxO9rA9A5euc8Ak
97,Bebe Rexha,us,Pop,f,1,2018,I'm Good (Blue),spotify:artist:64M6ah0SkkRsnPGtGiRAbb,https://i.scdn.co/image/ab6761610000e5ebc692afc666512dc946a7358f,https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4,https://open.spotify.com/embed/track/4uUG5RXrOk84mYEfFvj3cK
98,Jason Derulo,us,Pop,m,1,2010,Spicy Margarita,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,https://i.scdn.co/image/ab6761610000e5eb62fa38af4bdc7322b2103493,https://p.scdn.co/mp3-preview/34bf44392036c99f1cdf2c5a5223441f3b0d4e27?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739f355d1d6a4922ce35b17705,https://open.spotify.com/embed/track/22bZVqJfATps2ETj7017Ms
99,Kid Cudi,us,Hip Hop,m,1,2009,Memories (feat. Kid Cudi),spotify:artist:0fA0VVWsXO9YnASrzqfmYu,https://i.scdn.co/image/ab6761610000e5eb876faa285687786c3d314ae0,https://p.scdn.co/mp3-preview/7f2955bf30e0fdfdc153878e1cd11cad19d653d7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738049549d4bc25e366788a6b3,https://open.spotify.com/embed/track/5p3SJ3CYqrmFbboAtfNo5n
100,Tyga,us,Hip Hop,m,1,2012,Taste (feat. Offset),spotify:artist:5LHRHt1k9lMyONurDHEdrp,https://i.scdn.co/image/ab6761610000e5eb1d8e3ecf59f556b8e4fafce8,https://p.scdn.co/mp3-preview/ec6ef7dcd9e1f7f110a74cf09eed043290ceea0a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d38a9c6e4fcfeb128f111f6b,https://open.spotify.com/embed/track/2toVe5hfuIi97ytDPDbQFt
101,Don Omar,pr,Latin,m,1,2003,Danza Kuduro,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,https://i.scdn.co/image/ab6761610000e5ebe1a911f620f24ffa1c736346,https://p.scdn.co/mp3-preview/283ea222e7b4af379ba32c62b165f0e80bb0951c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94,https://open.spotify.com/embed/track/2a1o6ZejUi8U3wzzOtCOYw
102,Pritam,in,Pop,m,1,2001,O Maahi,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca,https://p.scdn.co/mp3-preview/e0e74d21c75bb154407b8365e8df62f656a534d6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ab1e3b16de1c7ec009880e97,https://open.spotify.com/embed/track/6bmmHeCvZI92pRiTHxEdTC
103,OneRepublic,us,Pop,m,6,2007,I Ain't Worried,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b,https://p.scdn.co/mp3-preview/20d702edf937db0248603243a310404923d5bffb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,https://open.spotify.com/embed/track/4h9wh7iOZ0GGn8QVp4RAOB
104,Twenty One Pilots,us,Alternative,m,2,2009,Stressed Out,spotify:artist:3YQKmKGau1PzlVlkL1iodx,https://i.scdn.co/image/ab6761610000e5eb274df4dfcb960867eccedfb5,https://p.scdn.co/mp3-preview/d01bb6b4b9952d95d2609632474cda8e632e044d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273352e5ec301a02278ffe53d14,https://open.spotify.com/embed/track/3CRDbSIZ4r5MsZ0YwxuEkn
105,Junior H,mx,Latin,m,1,2019,LADY GAGA,spotify:artist:7Gi6gjaWy3DxyilpF1a8Is,https://i.scdn.co/image/ab6761610000e5ebb5ccab5d3dc10a08d89cbd76,https://p.scdn.co/mp3-preview/ec439edcef8f1b71e88cfeb7d200db274901123b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba,https://open.spotify.com/embed/track/7mXuWTczZNxG5EDcjFEuJR
106,Michael Jackson,us,Pop,m,1,1972,Billie Jean,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa,https://p.scdn.co/mp3-preview/77cd91bbc7db184389223ea31ed9cd9b21ccd8df?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273de437d960dda1ac0a3586d97,https://open.spotify.com/embed/track/7J1uxwnxfQLu4APicE5Rnj
107,Arcángel,us,Latin,m,1,2008,X'CLUSIVO - REMIX,spotify:artist:4SsVbpTthjScTS7U2hmr1X,https://i.scdn.co/image/ab6761610000e5ebafdf17286a0d7a23ad388587,https://p.scdn.co/mp3-preview/1da4c107de3dbd63f8768d0a1752e425e4e1d611?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735327757614a832374e491778,https://open.spotify.com/embed/track/62k8iliO7KTiYp7LWGPa5p
108,Kygo,no,Electronic,m,1,2016,Whatever,spotify:artist:23fqKkggKUBHNkbKtXEls4,https://i.scdn.co/image/ab6761610000e5ebe636670d717588b11d654130,https://p.scdn.co/mp3-preview/03bbf447d8f0101cff90c78b3ab0c4757c3bf27b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734d914470ab899815f103f5cc,https://open.spotify.com/embed/track/0LMwmV37RCmBO2so0szAFs
109,Akon,us,R&B,m,1,2005,Smack That,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,https://i.scdn.co/image/ab6761610000e5eb14020d1e8b482b6e1c5e720d,https://p.scdn.co/mp3-preview/9cab8a030feb773e41610953fbc66add579c44ec?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d9bcf5565005950b353bc9cf,https://open.spotify.com/embed/track/2kQuhkFX7uSVepCD3h29g5
110,Pop Smoke,us,Hip Hop,m,1,2019,Dior,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,https://i.scdn.co/image/ab6761610000e5eb597f9edd2cd1a892d4412b09,https://p.scdn.co/mp3-preview/00836c2dbe56ca8443a5cb0b411e60f8d1cad615?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738fe5d04b06aff90f9fe796f5,https://open.spotify.com/embed/track/79s5XnCN4TJKTVMSmOx8Ep
111,Elton John,gb,Pop,m,1,1969,Cold Heart - PNAU Remix,spotify:artist:3PhoLpVuITZKcymswpck5b,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,https://p.scdn.co/mp3-preview/5bb43ccb964f2aa3975e18aa66a58e72fa1a069e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273523458c391fe8180a19a1069,https://open.spotify.com/embed/track/7rglLriMNBPAyuJOMGwi39
112,Red Hot Chili Peppers,us,Rock,m,4,1984,Can't Stop,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8,https://p.scdn.co/mp3-preview/1b3bc0aca1746a99cbb8dd07b2325f6499b58a2e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4,https://open.spotify.com/embed/track/3ZOEytgrvLwQaqXreDs2Jx
113,$uicideBoy$,us,Hip Hop,m,2,2014,"...And to Those I Love, Thanks for Sticking Around",spotify:artist:1VPmR4DJC1PlOtd0IADAO0,https://i.scdn.co/image/ab6761610000e5eb9ba0b850b7288dd4a39745c0,https://p.scdn.co/mp3-preview/57e94b0e59973f18518b5c41f15f4653732f7f06?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e2bab14ce82f78a4160376a1,https://open.spotify.com/embed/track/30QR0ndUdiiMQMA9g1PGCm
114,Sech,pa,Reggae,m,1,2016,Couple,spotify:artist:6uRyNreOHUvWPNGnKfIo27,https://i.scdn.co/image/ab6761610000e5ebfc47c472cc9d2cffef895386,https://p.scdn.co/mp3-preview/a308b327e43e87da583f73c3468dbaab773f5d78?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cd11aaa7c73ea3f16347c4f1,https://open.spotify.com/embed/track/3VuQoOFwJdcQ5IOamXlWZa
115,A Boogie Wit da Hoodie,us,Hip Hop,m,1,2016,Drowning (feat. Kodak Black),spotify:artist:31W5EY0aAly4Qieq6OFu6I,https://i.scdn.co/image/ab6761610000e5ebebe9d9f649d6ef85497f71af,https://p.scdn.co/mp3-preview/f770a1a0b3dfb5bc652f89848e45ab9d09f7dc69?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cdba7ee22968991250725ce1,https://open.spotify.com/embed/track/1f5cbQtDrykjarZVrShaDI
116,Black Eyed Peas,us,Hip Hop,x,4,1998,I Gotta Feeling,spotify:artist:1yxSLGMDHlW21z4YXirZDS,https://i.scdn.co/image/ab6761610000e5ebabab30b094128cf4c0f2cef1,https://p.scdn.co/mp3-preview/b3398fc473e546c85e965482e7b908342c46b7b2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4,https://open.spotify.com/embed/track/2H1047e0oMSj10dgp7p2VG
117,Mac Miller,us,Hip Hop,m,1,2010,The Spins,spotify:artist:4LLpKhyESsyAXpc4laK94U,https://i.scdn.co/image/ab6761610000e5ebed3b89aa602145fde71a163a,https://p.scdn.co/mp3-preview/8646d3b6544d0126b5b48d36aa857ac4a4a1d82f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273463d73e65c7b95a17898388b,https://open.spotify.com/embed/track/7FAFkQQZFeNwOFzTrSDFIh
